66826,12/02/14,Harvard University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11387,11387,9,Dartmouth College,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11411,11411,0
66828,12/07/14,Harvard University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11387,11387,9,Boston College,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11420,11420,0
66829,01/10/15,Princeton University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11388,11388,2,Harvard University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11387,11387,7
66830,01/11/15,University of Pennsylvania,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11399,11399,5,Harvard University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11387,11387,4
66831,01/12/15,Franklin and Marshall College,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11395,11395,0,Harvard University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11387,11387,9
67080,01/31/15,Harvard University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11387,11387,9,Cornell University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11410,11410,0
75084,01/31/15,Harvard University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11387,11387,9,Colby College,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11408,11408,0
66835,02/01/15,Harvard University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11387,11387,9,Columbia University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11409,11409,0
66836,02/01/15,Harvard University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11387,11387,8,Stanford University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11401,11401,1
66837,02/06/15,Harvard University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11387,11387,9,Yale University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11400,11400,0
66838,02/08/15,Brown University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11407,11407,0,Harvard University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11387,11387,9
76149,02/13/15,Harvard University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11387,11387,9,George Washington University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11404,11404,0
76157,02/14/15,Harvard University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11387,11387,5,Princeton University,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11388,11388,4
69425,11/16/14,Trinity College,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11386,11386,8,Middlebury College,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11412,11412,1
69426,12/07/14,Dartmouth College,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11411,11411,2,Trinity College,http://modules.ussquash.com/ssm/pages/leagues/Team_Information.asp?id=11386,11386,7
