Harvard University,11387,Confirmed,12/02/14,http://modules.ussquash.com/ssm/pages/leagues/list_scorecard.asp?id=66826,66826,Dartmouth College,http://modules.ussquash.com/ssm/pages/leagues/team_information.asp?id=11411,11411,Home,Won,9-0,9,0,-, ,""
Harvard University,11387,Confirmed,12/07/14,http://modules.ussquash.com/ssm/pages/leagues/list_scorecard.asp?id=66828,66828,Boston College,http://modules.ussquash.com/ssm/pages/leagues/team_information.asp?id=11420,11420,Home,Won,9-0,9,0,-, ,""
Harvard University,11387,Confirmed,01/10/15,http://modules.ussquash.com/ssm/pages/leagues/list_scorecard.asp?id=66829,66829,Princeton University,http://modules.ussquash.com/ssm/pages/leagues/team_information.asp?id=11388,11388,Away,Won,7-2,7,2,-, ,""
Harvard University,11387,Confirmed,01/11/15,http://modules.ussquash.com/ssm/pages/leagues/list_scorecard.asp?id=66830,66830,University of Pennsylvania,http://modules.ussquash.com/ssm/pages/leagues/team_information.asp?id=11399,11399,Away,Lost,4-5,4,5,-, ,""
Harvard University,11387,Confirmed,01/12/15,http://modules.ussquash.com/ssm/pages/leagues/list_scorecard.asp?id=66831,66831,Franklin and Marshall College,http://modules.ussquash.com/ssm/pages/leagues/team_information.asp?id=11395,11395,Away,Won,9-0,9,0,-, ,""
Harvard University,11387,Scheduled,,,,Trinity College,http://modules.ussquash.com/ssm/pages/leagues/team_information.asp?id=11386,11386,Home,,,,,"",-, 
Harvard University,11387,Confirmed,01/31/15,http://modules.ussquash.com/ssm/pages/leagues/list_scorecard.asp?id=67080,67080,Cornell University,http://modules.ussquash.com/ssm/pages/leagues/team_information.asp?id=11410,11410,Home,Won,9-0,9,0,-, ,""
Harvard University,11387,Confirmed,01/31/15,http://modules.ussquash.com/ssm/pages/leagues/list_scorecard.asp?id=75084,75084,Colby College,http://modules.ussquash.com/ssm/pages/leagues/team_information.asp?id=11408,11408,Home,Won,9-0,9,0,-, ,""
Harvard University,11387,Confirmed,02/01/15,http://modules.ussquash.com/ssm/pages/leagues/list_scorecard.asp?id=66835,66835,Columbia University,http://modules.ussquash.com/ssm/pages/leagues/team_information.asp?id=11409,11409,Home,Won,9-0,9,0,-, ,""
Harvard University,11387,Confirmed,02/01/15,http://modules.ussquash.com/ssm/pages/leagues/list_scorecard.asp?id=66836,66836,Stanford University,http://modules.ussquash.com/ssm/pages/leagues/team_information.asp?id=11401,11401,Home,Won,8-1,8,1,-, ,""
Harvard University,11387,Confirmed,02/04/15,http://modules.ussquash.com/ssm/pages/leagues/list_scorecard.asp?id=76006,76006,Trinity College,http://modules.ussquash.com/ssm/pages/leagues/team_information.asp?id=11386,11386,Home,Won,8-1,8,1,-, ,""
Harvard University,11387,Confirmed,02/06/15,http://modules.ussquash.com/ssm/pages/leagues/list_scorecard.asp?id=66837,66837,Yale University,http://modules.ussquash.com/ssm/pages/leagues/team_information.asp?id=11400,11400,Home,Won,9-0,9,0,-, ,""
Harvard University,11387,Confirmed,02/08/15,http://modules.ussquash.com/ssm/pages/leagues/list_scorecard.asp?id=66838,66838,Brown University,http://modules.ussquash.com/ssm/pages/leagues/team_information.asp?id=11407,11407,Away,Won,9-0,9,0,-, ,""
Harvard University,11387,Confirmed,02/13/15,http://modules.ussquash.com/ssm/pages/leagues/list_scorecard.asp?id=76149,76149,George Washington University,http://modules.ussquash.com/ssm/pages/leagues/team_information.asp?id=11404,11404,HARV,Won,9-0,9,0,-, ,""
